0000033	0	12
0000095	1	11
0000233	2	9
0000229	3	8
0001469	4	7
0001661	5	7
0000116	6	7
0000217	7	7
0000338	8	6
0000318	9	6
0591486	10	6
0001008	11	6
0000040	12	6
0000487	13	6
0000484	14	6
0001054	15	5
0000108	16	5
0829038	17	5
0001206	18	5
0867262	19	5
0000142	20	5
0000118	21	5
0000110	22	5
0000127	23	5
0002120	24	5
0934578	25	5
0001403	26	5
0000419	27	5
0001379	28	5
0001392	29	5
0001716	30	5
0000231	31	5
0936404	32	5
0001486	33	4
0128883	34	4
0412465	35	4
0001214	36	4
0000626	37	4
0000600	38	4
0000697	39	4
0661910	40	4
0001425	41	4
0000631	42	4
0001175	43	4
0001566	44	4
0001565	45	4
0790715	46	4
0001112	47	4
0775447	48	4
0001837	49	4
0001353	50	4
0001149	51	4
0002030	52	4
0001317	53	4
0000709	54	4
0003620	55	4
0394280	56	4
0000247	57	4
0000583	58	4
0001532	59	4
0000907	60	4
0000490	61	4
0001756	62	4
0818465	63	3
0001466	64	3
0004838	65	3
0222043	66	3
0001060	67	3
0000316	68	3
0005190	69	3
0415617	70	3
0721817	71	3
0281808	72	3
0001241	73	3
0741262	74	3
0001232	75	3
0001226	76	3
0000816	77	3
0000824	78	3
0005509	79	3
0828419	80	3
0770961	81	3
0000601	82	3
0002140	83	3
0225416	84	3
0718627	85	3
0205542	86	3
0935863	87	3
0000694	88	3
0000887	89	3
0006249	90	3
0000682	91	3
0452319	92	3
0442241	93	3
0241090	94	3
0000361	95	3
0000165	96	3
0848414	97	3
0001880	98	3
0000466	99	3
0000464	100	3
0001188	101	3
0027271	102	3
0000209	103	3
0378893	104	3
0000591	105	3
0634240	106	3
0502577	107	3
0405336	108	3
0499724	109	3
0003418	110	3
0001814	111	3
0762263	112	3
0812200	113	3
0718645	114	3
0001382	115	3
0161834	116	3
0001328	117	3
0001325	118	3
0004305	119	3
0514546	120	3
0781842	121	3
0638033	122	3
0314671	123	3
0772259	124	3
0002045	125	3
0272568	126	3
0000500	127	3
0025978	128	3
0001708	129	3
0818639	130	3
0836328	131	3
0751102	132	3
0000965	133	3
0006916	134	3
0000957	135	3
0000570	136	3
0000776	137	3
0000265	138	3
0000264	139	3
0410139	140	3
0000277	141	3
0000915	142	3
0005436	143	3
0001723	144	3
