0000134	0	16
0000168	1	14
0000246	2	14
0000245	3	12
0000199	4	11
0000138	5	11
0000148	6	11
0000128	7	11
0000686	8	11
0000164	9	11
0000201	10	11
0000237	11	11
0000285	12	11
0000432	13	11
0000101	14	10
0000198	15	10
0000125	16	10
0000172	17	10
0000155	18	10
0000648	19	10
0000206	20	10
0000213	21	10
0000212	22	10
0000554	23	10
0000243	24	10
0000560	25	10
0000437	26	10
0000026	27	10
0000095	28	10
0000197	29	9
0000194	30	9
0000193	31	9
0000136	32	9
0000115	33	9
0000169	34	9
0000225	35	9
0000221	36	9
0000230	37	9
0000244	38	9
0000380	39	9
0000104	40	8
0000102	41	8
0000619	42	8
0000131	43	8
0000126	44	8
0000120	45	8
0000210	46	8
0000501	47	8
0000232	48	8
0000569	49	8
0000582	50	8
0000510	51	8
0000401	52	8
0000474	53	8
0000492	54	8
0000493	55	8
0000099	56	8
0000093	57	8
0000621	58	7
0000191	59	7
0000111	60	7
0000113	61	7
0000112	62	7
0000174	63	7
0000662	64	7
0000661	65	7
0000151	66	7
0000150	67	7
0000638	68	7
0000640	69	7
0000160	70	7
0000597	71	7
0000216	72	7
0000559	73	7
0000241	74	7
0000518	75	7
0000524	76	7
0000932	77	7
0001448	78	7
0000377	79	7
0000362	80	7
0000367	81	7
0000438	82	7
0000424	83	7
0000473	84	7
0000623	85	6
0000190	86	6
0000602	87	6
0000144	88	6
0000142	89	6
0001669	90	6
0000110	91	6
0000129	92	6
0001644	93	6
0000177	94	6
0000652	95	6
0000658	96	6
0000667	97	6
0000668	98	6
0001626	99	6
0000158	100	6
0000154	101	6
0000152	102	6
0000163	103	6
0000209	104	6
0000598	105	6
0000219	106	6
0000502	107	6
0000235	108	6
0000553	109	6
0000558	110	6
0000572	111	6
0000576	112	6
0000527	113	6
0000335	114	6
0000321	115	6
0000313	116	6
0000307	117	6
0001099	118	6
0000843	119	6
0001426	120	6
0001420	121	6
0000389	122	6
0000358	123	6
0000369	124	6
0000460	125	6
0000459	126	6
0000456	127	6
0000454	128	6
0000403	129	6
0000412	130	6
0001159	131	6
0000030	132	6
0000056	133	6
0000007	134	6
0000001	135	6
0000792	136	6
0000491	137	6
0000496	138	6
0005128	139	5
0001215	140	5
0000195	141	5
0000606	142	5
0005212	143	5
0000139	144	5
0000130	145	5
0000146	146	5
0000149	147	5
0000140	148	5
0000119	149	5
0000114	150	5
0000687	151	5
0000188	152	5
0000664	153	5
0000156	154	5
0005280	155	5
0000207	156	5
0000200	157	5
0000228	158	5
0000224	159	5
0000226	160	5
0000227	161	5
0000218	162	5
0000215	163	5
0000552	164	5
0000249	165	5
0000563	166	5
0005478	167	5
0071847	168	5
0000273	169	5
0000514	170	5
0000291	171	5
0000532	172	5
0000545	173	5
0001459	174	5
0001488	175	5
0000906	176	5
0001001	177	5
0000800	178	5
0000353	179	5
0000352	180	5
0000469	181	5
0001191	182	5
0001590	183	5
0004517	184	5
0000418	185	5
0001806	186	5
0000031	187	5
0000060	188	5
0000701	189	5
0000006	190	5
0000008	191	5
0000721	192	5
0000011	193	5
1813878	194	5
0001520	195	5
0000071	196	5
0593775	197	4
1130627	198	4
0000106	199	4
0001687	200	4
0758608	201	4
0001258	202	4
0001251	203	4
0001223	204	4
0000627	205	4
0233027	206	4
0000605	207	4
0725284	208	4
0000143	209	4
0001664	210	4
0000117	211	4
0000676	212	4
0000675	213	4
0000673	214	4
0000124	215	4
0001647	216	4
0001642	217	4
0000176	218	4
0000655	219	4
0000656	220	4
0000173	221	4
0000666	222	4
0000157	223	4
0001614	224	4
0000153	225	4
0000592	226	4
0000223	227	4
0001378	228	4
0001324	229	4
0001711	230	4
0827663	231	4
0000551	232	4
0001777	233	4
0000565	234	4
0000564	235	4
0001795	236	4
0000250	237	4
0000586	238	4
0000260	239	4
0001736	240	4
0000289	241	4
0001744	242	4
0000546	243	4
0000345	244	4
0001463	245	4
0001473	246	4
0000322	247	4
0000329	248	4
0001454	249	4
0000300	250	4
0001487	251	4
0634159	252	4
0001020	253	4
0001006	254	4
0000809	255	4
0446702	256	4
0740264	257	4
0000870	258	4
0000398	259	4
0000375	260	4
0000366	261	4
0000365	262	4
0001165	263	4
0001579	264	4
0001588	265	4
0004937	266	4
0000457	267	4
0000458	268	4
0000452	269	4
0000400	270	4
0000402	271	4
0000409	272	4
0674231	273	4
0000422	274	4
0000413	275	4
0001804	276	4
0001114	277	4
0001834	278	4
0001127	279	4
0000038	280	4
0000034	281	4
0000708	282	4
0000741	283	4
0000017	284	4
0001518	285	4
0001512	286	4
0177896	287	4
0001505	288	4
0000084	289	4
0000080	290	4
0000483	291	4
0000072	292	4
0000092	293	4
0004851	294	3
0427894	295	3
0004874	296	3
0502442	297	3
0001290	298	3
0001695	299	3
0001282	300	3
0001277	301	3
0355379	302	3
0001228	303	3
0064769	304	3
0001216	305	3
0001218	306	3
0001201	307	3
0000614	308	3
0000628	309	3
0578949	310	3
0000192	311	3
0781981	312	3
0000133	313	3
0000132	314	3
0413168	315	3
0001677	316	3
0000695	317	3
0001659	318	3
0000679	319	3
0001650	320	3
0001653	321	3
0000123	322	3
0001641	323	3
0655585	324	3
0000171	325	3
0000182	326	3
0005540	327	3
0005541	328	3
0001617	329	3
0000637	330	3
0000167	331	3
0000643	332	3
0000641	333	3
0001606	334	3
0000162	335	3
0001609	336	3
0000205	337	3
0000596	338	3
0000594	339	3
0000599	340	3
0001376	341	3
0010075	342	3
0001393	343	3
0001388	344	3
0001322	345	3
0001359	346	3
0795225	347	3
0001718	348	3
0570192	349	3
0000505	350	3
0103038	351	3
0002084	352	3
0000995	353	3
0424060	354	3
0000234	355	3
0000239	356	3
0001772	357	3
0005359	358	3
0000959	359	3
0000566	360	3
0000980	361	3
0000255	362	3
0000574	363	3
0000579	364	3
0000267	365	3
0005450	366	3
0498247	367	3
0001785	368	3
0000587	369	3
0000263	370	3
0000275	371	3
0000272	372	3
0000274	373	3
0000270	374	3
0000511	375	3
0000288	376	3
0000286	377	3
0000526	378	3
0000521	379	3
0005435	380	3
0000297	381	3
0000299	382	3
0000537	383	3
0000539	384	3
0000293	385	3
0000531	386	3
0000535	387	3
0784884	388	3
0000547	389	3
0001749	390	3
0000542	391	3
0000346	392	3
0000347	393	3
0000348	394	3
0001072	395	3
0001073	396	3
0001075	397	3
0000330	398	3
0000331	399	3
0000325	400	3
0001445	401	3
0001447	402	3
0001449	403	3
0004266	404	3
0000308	405	3
0001982	406	3
0001960	407	3
0367005	408	3
0001492	409	3
0001493	410	3
0918334	411	3
1102140	412	3
0121559	413	3
0002143	414	3
0000394	415	3
0000885	416	3
0001427	417	3
0000387	418	3
0001406	419	3
0942482	420	3
0001401	421	3
0929489	422	3
0234791	423	3
0000368	424	3
0000448	425	3
0000442	426	3
0000443	427	3
0000444	428	3
0001172	429	3
0000430	430	3
0000434	431	3
0001199	432	3
0006669	433	3
0001593	434	3
0518821	435	3
0000407	436	3
0001845	437	3
0001848	438	3
0001853	439	3
0000421	440	3
0000411	441	3
0001802	442	3
0095478	443	3
0001838	444	3
0331516	445	3
0000046	446	3
0781218	447	3
0000063	448	3
0000052	449	3
0000705	450	3
